ID Flux;Période;Type de flux;Fixes;Catégorie;Sous-catégorie;Date;Montant;Tags;Description
254;Ecole;Sortie;Variable;Divertissement;Restauration;2024-12-05;21.40000;#resto;Restaurant Jadelight avec la classe
255;Ecole;Sortie;Variable;Epargne;Livret A;2024-12-05;300.00000;#epargne;Mis en epargne CAF
256;Entreprise;Entrée;Fixe;Emploi;Salaire;2025-01-02;1707.14000;#salaire;Salaire Janvier 2025
257;Entreprise;Sortie;Variable;Santé;Santé;2025-01-02;6.90000;#médicament;Médicament toux pour Ramya
258;Entreprise;Sortie;Variable;Courses;Desserts;2025-01-02;3.15000;#yaourts;Petits yaourts
259;Entreprise;Sortie;Fixe;Logement;Loyer;2025-01-03;390.00000;#loyer;Loyer Janvier 2025
260;Entreprise;Sortie;Fixe;Cadeau;Famille;2025-01-03;200.00000;#cadeau;Cadeau pour papa et maman
261;Entreprise;Sortie;Variable;Courses;Desserts;2025-01-03;1.05000;#yaourts;Courses famille
262;Entreprise;Sortie;Variable;Courses;Fromages;2025-01-03;5.19000;#roulés;Courses famille
263;Entreprise;Sortie;Variable;Courses;Desserts;2025-01-03;3.72000;#yaourts #fruits;Courses famille
264;Entreprise;Sortie;Variable;Courses;Soda;2025-01-03;2.26000;#coca;Courses famille
265;Entreprise;Sortie;Variable;Courses;Sucrerie;2025-01-03;1.18000;#chocolat #suisse;Courses famille
266;Entreprise;Sortie;Fixe;Abonnement;Streaming;2025-01-03;13.49000;#Netflix;Netflix Janvier 2025
267;Entreprise;Entrée;Variable;Autre;Autre;2025-01-01;48.00000;#reste;Reste de Décembre 2024
268;Entreprise;Sortie;Variable;Courses;Sucrerie;2025-01-05;13.47000;#gallette #rois;3 x galettes de rois 4.49 l'unité
269;Ecole;Entrée;Fixe;Aide;CAF;2025-01-06;242.43000;#caf;Aide CAF
270;Ecole;Sortie;Fixe;Transports;Assurance véhicule;2025-01-06;77.59000;#assurance;Assurance véhicule Flash
271;Ecole;Sortie;Exceptionnel;Autre;Autre;2025-01-06;1000.00000;#action;Action Thales Amundi
273;Ecole;Sortie;Variable;Transports;Huile Moteur;2025-01-06;11.99000;#huile;Huile moteur pour flash
274;Ecole;Sortie;Variable;Epargne;BoursoBank;2025-01-07;50.00000;#reste;Reste Décembre 2024
275;Ecole;Sortie;Variable;Transports;Carburant;2025-01-11;65.04000;#gazole;Gazole pour Flash
276;Ecole;Entrée;Exceptionnel;Autre;Autre;2025-01-06;60.76000;#interets;Interets livret A
277;Ecole;Entrée;Exceptionnel;Epargne;Livret A;2025-01-06;1000.00000;#action;Compensation Action Thales
278;Ecole;Sortie;Fixe;Epargne;Livret A;2025-01-06;400.00000;#epargne;Epargne début du mois
279;Ecole;Sortie;Fixe;Transports;Assurance véhicule;2025-01-13;53.62000;#simba;Assurance Simba Janvier 2025
280;Ecole;Sortie;Fixe;Cadeau;Don;2025-01-14;10.00000;#croix-rouge;Don croix-rouge
281;Ecole;Sortie;Fixe;Courses;Viandes;2025-01-17;1.65000;#oeufs;Courses famille burger
282;Ecole;Sortie;Fixe;Courses;Jus;2025-01-17;1.65000;#raisin;Courses famille burger
283;Ecole;Sortie;Fixe;Courses;Légumes;2025-01-17;0.99000;#champignons;Courses famille burger
284;Ecole;Sortie;Fixe;Courses;Pain;2025-01-17;2.09000;#pain #burger;Courses famille burger
285;Ecole;Sortie;Fixe;Courses;Desserts;2025-01-17;1.69000;#danettes;Courses famille burger
286;Ecole;Sortie;Fixe;Courses;Desserts;2025-01-17;1.05000;#yaourts;Courses famille burger
287;Ecole;Sortie;Fixe;Courses;Soda;2025-01-17;2.03000;#coca;Courses famille burger
288;Ecole;Sortie;Fixe;Courses;Sucrerie;2025-01-17;1.29000;#sucrine;Courses famille burger
289;Ecole;Sortie;Fixe;Courses;Fromages;2025-01-17;1.79000;#cheese;Courses famille burger
290;Ecole;Sortie;Fixe;Courses;Apéritifs;2025-01-17;1.19000;#chips;Courses famille burger
291;Ecole;Sortie;Fixe;Courses;Apéritifs;2025-01-17;0.99000;#chips;Courses famille burger
292;Ecole;Sortie;Fixe;Courses;Viandes;2025-01-17;2.09000;#jsp;Courses famille burger
293;Ecole;Sortie;Fixe;Transports;Autoroute;2025-01-19;11.90000;#autoroute;Trajet direction SMH
294;Ecole;Sortie;Variable;Divertissement;Boulangerie;2025-01-20;2.25000;#café;Café Starbucks
295;Ecole;Sortie;Variable;Divertissement;Boulangerie;2025-01-20;16.40000;#viennoiserie;Viennoiserie et repas
296;Ecole;Sortie;Fixe;Emprunt;Bancaire;2025-01-20;129.43000;#emprunt;Crédit
297;Ecole;Sortie;Variable;Courses;Viandes;2025-01-20;2.79000;#haché;Courses Lidl début période entreprise
298;Ecole;Sortie;Variable;Courses;Sauces;2025-01-20;2.64000;#tomates #cuisinées;Courses Lidl début période entreprise
299;Ecole;Sortie;Variable;Courses;Légumes;2025-01-20;2.54000;#poelle;Courses Lidl début période entreprise
300;Ecole;Sortie;Variable;Courses;Lait;2025-01-20;5.64000;#lait;Courses Lidl début période entreprise
301;Ecole;Sortie;Variable;Courses;Sauces;2025-01-20;1.50000;#moutarde;Courses Lidl début période entreprise
302;Ecole;Sortie;Variable;Courses;Sucrerie;2025-01-20;1.25000;#confiture;Courses Lidl début période entreprise
303;Ecole;Sortie;Variable;Courses;Desserts;2025-01-20;3.72000;#yaourts;Courses Lidl début période entreprise
304;Ecole;Sortie;Variable;Courses;Légumes;2025-01-20;1.69000;#onions;Courses Lidl début période entreprise
305;Ecole;Sortie;Variable;Courses;Sauces;2025-01-20;1.84000;#creme #fraiche;Courses Lidl début période entreprise
306;Ecole;Sortie;Variable;Courses;Fruits;2025-01-20;0.99000;#citron;Courses Lidl début période entreprise
307;Ecole;Sortie;Variable;Courses;Fromages;2025-01-20;1.30000;#cheddar;Courses Lidl début période entreprise
308;Ecole;Sortie;Variable;Courses;Fromages;2025-01-20;4.18000;#emmental;Courses Lidl début période entreprise
309;Ecole;Sortie;Variable;Courses;Viandes;2025-01-20;1.44000;#jambon;Courses Lidl début période entreprise
310;Ecole;Sortie;Variable;Courses;Fruits;2025-01-20;3.49000;#madarine;Courses Lidl début période entreprise
311;Ecole;Sortie;Variable;Courses;Pain;2025-01-20;2.51000;#biscottes;Courses Lidl début période entreprise
312;Entreprise;Sortie;Variable;Divertissement;Boulangerie;2025-01-21;2.36000;#beignet;Beignet Lidl
313;Entreprise;Sortie;Variable;Courses;Féculents;2025-01-22;1.79000;#coucous;Courses carrefour
314;Entreprise;Sortie;Variable;Courses;Féculents;2025-01-22;1.48000;#pates #farfalle;Courses carrefour
315;Entreprise;Sortie;Variable;Courses;Féculents;2025-01-22;1.49000;#pates #farfalle;Courses carrefour
316;Entreprise;Sortie;Variable;Courses;Féculents;2025-01-22;1.23000;#pates #spaghetti;Courses carrefour
317;Entreprise;Sortie;Variable;Courses;Féculents;2025-01-22;1.24000;#pates #spaghetti;Courses carrefour
318;Entreprise;Sortie;Variable;Courses;Viandes;2025-01-22;2.12000;#nems #poulet;Courses carrefour
319;Entreprise;Sortie;Variable;Courses;Viandes;2025-01-22;2.11000;#nems #poulet;Courses carrefour
320;Entreprise;Sortie;Variable;Courses;Viandes;2025-01-22;2.09000;#cordon-bleu;Courses carrefour
321;Entreprise;Sortie;Variable;Courses;Jus;2025-01-22;2.09000;#oasis #pcf;Courses carrefour
322;Entreprise;Sortie;Variable;Hygiène;Sanitaire;2025-01-22;4.69000;#PQ;Courses carrefour
323;Entreprise;Sortie;Variable;Esthétique;Crème;2025-01-22;3.85000;#nivea #soft;Courses carrefour
324;Entreprise;Sortie;Variable;Esthétique;Crème;2025-01-22;3.89000;#nivea;Courses carrefour
325;Entreprise;Sortie;Variable;Hygiène;Sanitaire;2025-01-22;2.79000;#sopalin;Courses carrefour
326;Entreprise;Sortie;Variable;Hygiène;Ménage;2025-01-22;2.09000;#javel;Courses carrefour
327;Entreprise;Sortie;Fixe;Autre;Autre;2025-01-20;2.25000;#jsp;Assurance moyen de paiement
328;Entreprise;Sortie;Fixe;Transports;Carburant;2025-01-23;71.19000;#gazole;Gazole pour Flash
329;Entreprise;Sortie;Variable;Divertissement;Restauration;2025-01-23;18.80000;#pitaya;Pitaya avec le RAR
330;Entreprise;Sortie;Variable;Courses;Fromages;2025-01-24;2.75000;#Cheddar;Courses pour burger
331;Entreprise;Sortie;Variable;Courses;Pain;2025-01-24;1.29000;#pain;Courses pour burger
332;Entreprise;Sortie;Variable;Courses;Légumes;2025-01-24;1.25000;#frites;Courses pour burger
333;Entreprise;Sortie;Variable;Courses;Légumes;2025-01-24;1.49000;#salade #mache;Courses pour burger
334;Entreprise;Sortie;Variable;Courses;Soda;2025-01-24;1.65000;#coca;Courses pour burger
335;Entreprise;Sortie;Variable;Courses;Desserts;2025-01-24;2.00000;#flan;Courses pour burger
336;Entreprise;Sortie;Variable;Courses;Desserts;2025-01-24;2.45000;#tarte #poireaux;Courses pour burger
337;Entreprise;Sortie;Variable;Courses;Légumes;2025-01-24;1.46000;#tomtates;Courses pour burger
338;Entreprise;Sortie;Variable;Courses;Café;2025-01-25;6.99000;#nescafé;Petites Courses
339;Entreprise;Sortie;Variable;Courses;Viandes;2025-01-25;9.53000;#filets #poulet;Petites Courses
340;Entreprise;Sortie;Variable;Courses;Fromages;2025-01-25;1.81000;#finger #cheese;Petites Courses
341;Entreprise;Sortie;Variable;Hygiène;Ménage;2025-01-25;9.99000;#tapis #cuisine;IKEA pour tapis
342;Entreprise;Sortie;Variable;Hygiène;Ménage;2025-01-25;2.99000;#paillasson #balcon;IKEA pour tapis
343;Entreprise;Sortie;Fixe;Autre;Autre;2025-01-28;2.00000;#cotisation;Cotisation mensuelle
344;Entreprise;Sortie;Variable;Divertissement;Restauration;2025-01-30;15.50000;#cheese #naan;Cheese naan au 113
345;Entreprise;Sortie;Variable;Divertissement;Boulangerie;2025-01-31;11.00000;#croustine;Croustine repas vendredi
346;Entreprise;Sortie;Variable;Hygiène;Sanitaire;2025-01-31;2.15000;#objets;Vaporisateur et scrubber
347;Entreprise;Sortie;Variable;Courses;Féculents;2025-01-31;1.95000;#frites;Courses carrefour
348;Entreprise;Sortie;Variable;Courses;Fromages;2025-01-31;1.95000;#mimolette;Courses carrefour
349;Entreprise;Sortie;Variable;Courses;Fromages;2025-01-31;2.19000;#camembert;Courses carrefour
350;Entreprise;Sortie;Variable;Courses;Pain;2025-01-31;1.75000;#muffins;Courses carrefour
351;Entreprise;Sortie;Variable;Courses;Pain;2025-01-31;1.19000;#nouilles;Courses carrefour
352;Entreprise;Sortie;Variable;Courses;Pain;2025-01-31;1.19000;#nouilles;Courses carrefour
353;Entreprise;Sortie;Variable;Courses;Viandes;2025-01-31;2.12000;#nems;Courses carrefour
354;Entreprise;Sortie;Variable;Courses;Viandes;2025-01-31;2.11000;#nems;Courses carrefour
355;Entreprise;Sortie;Variable;Courses;Pain;2025-01-31;0.99000;#burger;Courses carrefour
356;Entreprise;Sortie;Variable;Courses;Sauces;2025-01-31;2.29000;#samourai;Courses carrefour
357;Entreprise;Sortie;Variable;Courses;Pain;2025-01-31;2.15000;#pain #chocolat;Courses carrefour
358;Entreprise;Sortie;Variable;Courses;Desserts;2025-01-31;2.15000;#liegeois;Courses carrefour
359;Entreprise;Sortie;Variable;Courses;Légumes;2025-01-31;1.49000;#mache;Courses carrefour
360;Entreprise;Sortie;Variable;Courses;Soda;2025-01-31;1.65000;#coca;Courses carrefour
361;Entreprise;Sortie;Variable;Courses;Fromages;2025-01-31;2.75000;#finger #cheese;Courses carrefour
362;Entreprise;Sortie;Variable;Courses;Desserts;2025-01-31;2.00000;#flan;Courses carrefour
363;Entreprise;Sortie;Variable;Courses;Viandes;2025-01-31;8.45000;#filets #poulet;Courses carrefour
364;Entreprise;Sortie;Variable;Courses;Légumes;2025-01-31;2.45000;#tarte #poireaux;Courses carrefour
365;Entreprise;Sortie;Variable;Courses;Légumes;2025-01-31;1.30000;#tomate;Courses carrefour
366;Entreprise;Sortie;Variable;Epargne;BoursoBank;2025-01-31;87.71000;#epargne #plaisir;Epargne plasir
367;Entreprise;Sortie;Variable;Epargne;Livret A;2025-01-31;200.00000;#livret;Epargne fin janvier 2025
368;Entreprise;Entrée;Fixe;Emploi;Salaire;2025-02-03;1657.64000;#salaire;Salaire Janvier 2025
369;Entreprise;Sortie;Fixe;Logement;Loyer;2025-02-03;390.00000;#loyer;Loyer février 2025
370;Entreprise;Sortie;Fixe;Abonnement;Streaming;2025-02-03;13.49000;#netflix;Netflix février 2025
371;Entreprise;Entrée;Fixe;Aide;CAF;2025-02-05;242.43000;#APL;Aide CAF
372;Entreprise;Sortie;Fixe;Transports;Assurance véhicule;2025-02-05;77.59000;#flash;Assurance février pour flash
373;Entreprise;Sortie;Exceptionnel;Santé;Santé;2025-02-05;114.60000;#optique;Lunettes Afflelou et Carrera
374;Entreprise;Sortie;Variable;Divertissement;Jeux-vidéos;2025-02-06;21.99000;#jouet;Rubik's Cube
375;Entreprise;Sortie;Exceptionnel;Transports;Garage;2025-02-06;260.00000;#batterie;Batterie Start and Stop pour Flash, garage OCEA
376;Entreprise;Sortie;Exceptionnel;Transports;Avion;2025-02-06;143.10000;#voyage;Voyage CSE Rome
377;Entreprise;Sortie;Variable;Courses;Desserts;2025-02-07;1.75000;#chantilly;Courses Lidl tacos
378;Entreprise;Sortie;Variable;Courses;Sauces;2025-02-07;2.30000;#samourai;Courses Lidl tacos
379;Entreprise;Sortie;Variable;Courses;Desserts;2025-02-07;1.29000;#sucrine #jsp;Courses Lidl tacos
380;Entreprise;Sortie;Variable;Courses;Féculents;2025-02-07;2.35000;#frites #steakhouse;Courses Lidl tacos
381;Entreprise;Sortie;Variable;Courses;Fromages;2025-02-07;1.80000;#fromage #rapé;Courses Lidl tacos
382;Entreprise;Sortie;Variable;Courses;Fromages;2025-02-07;2.10000;#st-moret;Courses Lidl tacos
383;Entreprise;Sortie;Variable;Courses;Légumes;2025-02-07;1.99000;#poivrons;Courses Lidl tacos
384;Entreprise;Sortie;Variable;Courses;Fromages;2025-02-07;2.03000;#cheddar;Courses Lidl tacos
385;Entreprise;Sortie;Variable;Courses;Soda;2025-02-08;2.28000;#cristaline #12x;Courses carrefour
386;Entreprise;Sortie;Variable;Courses;Apéritifs;2025-02-08;1.49000;#chips;Courses carrefour
387;Entreprise;Sortie;Fixe;Transports;Autoroute;2025-02-04;12.10000;#autoroute;Trajet direction Valserhône
388;Ecole;Sortie;Fixe;Cadeau;Don;2025-02-11;10.00000;#croix-rouge;Don Croix-rouge
389;Ecole;Sortie;Fixe;Transports;Assurance véhicule;2025-02-11;53.62000;#simba;Assurance SImba
392;Ecole;Sortie;Fixe;Cadeau;Famille;2025-02-14;100.00000;#cadeau #famille;Cadeau Saint Valentin maman
393;Ecole;Sortie;Variable;Transports;Carburant;2025-02-12;70.07000;#gazole;Gazole pour Flash
394;Ecole;Sortie;Variable;Courses;Viandes;2025-02-14;0.89000;#sac;Courses Lidl Saint-Valentin
395;Ecole;Sortie;Variable;Courses;Soda;2025-02-14;2.28000;#coca;Courses Lidl Saint-Valentin
396;Ecole;Sortie;Variable;Courses;Sucrerie;2025-02-14;3.61000;#chocobons;Courses Lidl Saint-Valentin
397;Ecole;Sortie;Variable;Courses;Viandes;2025-02-14;3.99000;#steak;Courses Lidl Saint-Valentin
398;Ecole;Sortie;Variable;Courses;Sucrerie;2025-02-14;1.64000;#mikado;Courses Lidl Saint-Valentin
399;Ecole;Sortie;Variable;Courses;Sucrerie;2025-02-14;1.39000;#donuts;Courses Lidl Saint-Valentin
400;Ecole;Sortie;Variable;Courses;Fromages;2025-02-14;3.33000;#saint-moret;Courses Lidl Saint-Valentin
401;Ecole;Sortie;Variable;Courses;Fromages;2025-02-14;2.03000;#cheddar;Courses Lidl Saint-Valentin
402;Ecole;Sortie;Variable;Courses;Fromages;2025-02-14;1.80000;#fromage-rapé;Courses Lidl Saint-Valentin
403;Ecole;Sortie;Variable;Hygiène;Sanitaire;2025-02-14;1.25000;#lingettes;Courses Lidl Saint-Valentin
404;Ecole;Sortie;Variable;Courses;Pain;2025-02-14;3.22000;#pain #burger;Courses Lidl Saint-Valentin
405;Ecole;Sortie;Variable;Transports;Parking;2025-02-14;1.00000;#parking;Parking hopital
406;Ecole;Sortie;Variable;Courses;Epices;2025-02-15;8.58000;#apero;Sortie siblings
408;Ecole;Sortie;Fixe;Autre;Autre;2025-02-19;2.25000;#jsp;Assurance moyen paiement
412;Ecole;Sortie;Variable;Courses;Sucrerie;2025-02-19;1.09000;#biscuits #avika;Courses carrefour
413;Ecole;Sortie;Variable;Courses;Sucrerie;2025-02-19;1.75000;#napolitain #avika;Courses carrefour
414;Ecole;Sortie;Variable;Courses;Sauces;2025-02-19;2.85000;#moutarde;Courses carrefour
415;Ecole;Sortie;Variable;Courses;Sauces;2025-02-19;2.59000;#mayonaise;Courses carrefour
416;Ecole;Sortie;Variable;Courses;Desserts;2025-02-19;2.00000;#flan;Courses carrefour
417;Ecole;Sortie;Variable;Courses;Sauces;2025-02-19;0.69000;#harissa;Courses carrefour
418;Ecole;Sortie;Variable;Courses;Sucrerie;2025-02-19;3.75000;#chocobons;Courses carrefour
419;Ecole;Sortie;Variable;Courses;Fruits;2025-02-19;1.90000;#mandarine;Courses carrefour
420;Ecole;Sortie;Variable;Courses;Pain;2025-02-19;1.75000;#pain;Courses carrefour
421;Ecole;Sortie;Variable;Courses;Sauces;2025-02-19;2.25000;#andalouse;Courses carrefour
422;Ecole;Sortie;Variable;Hygiène;Sanitaire;2025-02-19;1.15000;#coton-tiges;Courses carrefour
423;Ecole;Sortie;Variable;Hygiène;Lessive;2025-02-19;2.35000;#adoucissant;Courses carrefour
424;Ecole;Sortie;Variable;Hygiène;Sanitaire;2025-02-19;8.37000;#savons #marseille;Courses carrefour
425;Ecole;Sortie;Variable;Hygiène;Sanitaire;2025-02-19;2.65000;#shampoing;Courses carrefour
426;Ecole;Sortie;Variable;Hygiène;Sanitaire;2025-02-19;10.20000;#eau-de-cologne;Courses carrefour
427;Ecole;Sortie;Variable;Hygiène;Sanitaire;2025-02-19;3.69000;#jsp;Courses carrefour
428;Ecole;Sortie;Variable;Hygiène;Sanitaire;2025-02-19;1.79000;#mouchoirs;Courses carrefour
429;Ecole;Sortie;Fixe;Emprunt;Bancaire;2025-02-20;129.43000;#emprunt;Emprunt bancaire crédit
430;Ecole;Sortie;Variable;Divertissement;Restauration;2025-02-20;10.50000;#burger-king;Burger King avec Mathieu et Mongi
431;Ecole;Sortie;Variable;Divertissement;Restauration;2025-02-20;12.70000;#burger-king;Burger King avec Mathieu et Mongi
432;Ecole;Sortie;Variable;Courses;Viandes;2025-02-21;2.69000;#steak;Courses Lidl maman
433;Ecole;Sortie;Variable;Courses;Légumes;2025-02-21;0.00000;#brocoli;Courses Lidl maman
434;Ecole;Sortie;Variable;Courses;Légumes;2025-02-21;2.16000;#tomates;Courses Lidl maman
435;Ecole;Sortie;Variable;Hygiène;Sanitaire;2025-02-21;5.59000;#papier #toilette;Courses Lidl maman
436;Ecole;Sortie;Variable;Hygiène;Sanitaire;2025-02-21;4.25000;#sopalin;Courses Lidl maman
437;Ecole;Sortie;Variable;Courses;Légumes;2025-02-21;2.29000;#maïs;Courses Lidl maman
438;Ecole;Sortie;Variable;Courses;Légumes;2025-02-21;2.69000;#pdt #fromage;Courses Lidl maman
439;Ecole;Sortie;Variable;Courses;Légumes;2025-02-21;2.25000;#petit #pois;Courses Lidl maman
440;Ecole;Sortie;Variable;Esthétique;Dentaire;2025-02-21;2.89000;#colgate;Courses Lidl maman
441;Ecole;Sortie;Variable;Divertissement;Jeux-vidéos;2025-02-22;14.00000;#valseo;Piscine avec Maman
442;Ecole;Sortie;Fixe;Transports;Carburant;2025-02-22;58.04000;#gazole;Gazole pour Flash
443;Ecole;Sortie;Fixe;Transports;Autoroute;2025-02-23;12.10000;#autoroute;Trajet direction SMH
444;Entreprise;Sortie;Exceptionnel;Emprunt;Ami;2025-02-24;8.50000;#cafe;Remboursement Cafe Dominique Perea
445;Entreprise;Sortie;Variable;Divertissement;Restauration;2025-02-24;4.00000;#113 #naan;2 x cheese naan
446;Entreprise;Sortie;Variable;Divertissement;Restauration;2025-02-25;12.50000;#113 #naan;Cheese naan + sandwhich
447;Entreprise;Sortie;Variable;Courses;Viandes;2025-02-27;2.18000;#sandwhich #thon;Courses Carrefour
449;Entreprise;Sortie;Variable;Courses;Sucrerie;2025-02-27;2.75000;#lindt #creme-brulee;Courses Carrefour
450;Entreprise;Sortie;Variable;Courses;Sucrerie;2025-02-27;2.75000;#lindt #chocolat;Courses Carrefour
451;Entreprise;Sortie;Variable;Courses;Jus;2025-02-27;1.55000;#jus #raisin;Courses Carrefour
452;Entreprise;Sortie;Variable;Courses;Fromages;2025-02-27;1.79000;#tranches #burger;Courses Carrefour
453;Entreprise;Sortie;Variable;Courses;Viandes;2025-02-27;1.95000;#saucisse;Courses Carrefour
454;Entreprise;Sortie;Variable;Courses;Sauces;2025-02-27;0.69000;#harissa;Courses Carrefour
455;Entreprise;Sortie;Variable;Courses;Sauces;2025-02-27;2.35000;#samourai;Courses Carrefour
456;Entreprise;Sortie;Variable;Courses;Fromages;2025-02-27;2.75000;#finger #cheese;Courses Carrefour
457;Entreprise;Sortie;Fixe;Autre;Autre;2025-02-25;2.00000;#jsp;Cotisation mensuelle
458;Entreprise;Sortie;Variable;Courses;Fromages;2025-02-28;2.29000;#st-moret;Courses carrefour burger
459;Entreprise;Sortie;Variable;Courses;Fromages;2025-02-28;2.05000;#masdam;Courses carrefour burger
460;Entreprise;Sortie;Variable;Courses;Viandes;2025-02-28;2.49000;#nems;Courses carrefour burger
461;Entreprise;Sortie;Variable;Courses;Pain;2025-02-28;1.29000;#pain #burger;Courses carrefour burger
462;Entreprise;Sortie;Variable;Courses;Pain;2025-02-28;2.35000;#pizza;Courses carrefour burger
463;Entreprise;Sortie;Variable;Courses;Viandes;2025-02-28;1.95000;#saucisses;Courses carrefour burger
464;Entreprise;Sortie;Variable;Courses;Féculents;2025-02-28;1.69000;#saucisses;Courses carrefour burger
465;Entreprise;Sortie;Variable;Courses;Sauces;2025-02-28;3.65000;#mayo;Courses carrefour burger
466;Entreprise;Sortie;Variable;Courses;Desserts;2025-02-28;2.19000;#liegeois;Courses carrefour burger
467;Entreprise;Sortie;Variable;Courses;Légumes;2025-02-28;3.38000;#avocat;Courses carrefour burger
468;Entreprise;Sortie;Variable;Courses;Fromages;2025-02-28;2.75000;#finger-cheese;Courses carrefour burger
469;Entreprise;Sortie;Variable;Courses;Fromages;2025-02-28;1.79000;#cheddar;Courses carrefour burger
470;Entreprise;Sortie;Variable;Courses;Viandes;2025-02-28;9.95000;#filets;Courses carrefour burger
471;Entreprise;Sortie;Variable;Courses;Légumes;2025-02-28;0.98000;#tomate;Courses carrefour burger
472;Entreprise;Sortie;Variable;Courses;Viandes;2025-02-28;4.50000;#cordon-bleu #4;Courses carrefour burger
473;Entreprise;Sortie;Variable;Courses;Soda;2025-02-28;2.03000;#coca;Courses carrefour burger
474;Entreprise;Sortie;Variable;Courses;Sac;2025-02-28;1.50000;#sac;Courses carrefour burger
475;Entreprise;Sortie;Variable;Epargne;Livret A;2025-02-28;100.00000;#epargne;Reste février 2025
476;Entreprise;Sortie;Variable;Epargne;Revolut;2025-02-28;71.88000;#epargne;Reste février 2025
477;Entreprise;Entrée;Fixe;Emploi;Salaire;2025-03-03;1706.14000;#salaire;Salaire février 2025
478;Entreprise;Sortie;Fixe;Abonnement;Streaming;2025-03-03;13.49000;#netflix;Netflix Mars 2025
479;Entreprise;Sortie;Exceptionnel;Divertissement;Informatique;2025-03-03;411.00000;#iphone;Apport Iphone 16 Pro darty
480;Entreprise;Sortie;Fixe;Cadeau;Famille;2025-03-03;200.00000;#parent;Cadeau Maman et Papa
481;Entreprise;Sortie;Fixe;Logement;Loyer;2025-03-03;390.00000;#loyer;Loyer Mars 2025
482;Entreprise;Sortie;Fixe;Courses;Sauces;2025-03-03;2.69000;#alge;Courses carrefour
483;Entreprise;Sortie;Fixe;Courses;Pain;2025-03-03;2.19000;#pain #chocolat;Courses carrefour
484;Entreprise;Sortie;Fixe;Courses;Pain;2025-03-03;2.89000;#tortilla;Courses carrefour
485;Entreprise;Sortie;Fixe;Courses;Lait;2025-03-03;6.66000;#lait;Courses carrefour
486;Entreprise;Sortie;Fixe;Courses;Desserts;2025-03-03;2.25000;#yaourts;Courses carrefour
487;Entreprise;Sortie;Fixe;Courses;Fruits;2025-03-03;3.88000;#mandarine;Courses carrefour
488;Entreprise;Entrée;Fixe;Aide;CAF;2025-03-05;242.43000;#caf;Aide CAF Mars 2025
489;Entreprise;Sortie;Fixe;Transports;Assurance véhicule;2025-03-05;77.59000;#flash;Assurance pour Flash Mars 2025
490;Entreprise;Sortie;Variable;Divertissement;Informatique;2025-03-05;26.99000;#chargeur;Adaptateur secteur pour Iphone 16 Pro
491;Entreprise;Sortie;Variable;Divertissement;Informatique;2025-03-06;18.00000;#verre;Verre trempé pour Iphone
492;Entreprise;Sortie;Variable;Santé;Santé;2025-03-06;3.59000;#gouttes;Gouttes pour oeil
493;Entreprise;Sortie;Variable;Divertissement;Boulangerie;2025-03-07;11.50000;#croissant;Croissant pour collègues
494;Entreprise;Sortie;Variable;Divertissement;Brasserie;2025-03-07;13.50000;#remy #moi;Soirée Tristan
495;Entreprise;Sortie;Variable;Divertissement;Brasserie;2025-03-07;7.80000;#aymeric #tristan;Soirée Tristan
497;Entreprise;Sortie;Variable;Divertissement;Restauration;2025-03-07;12.90000;#tacos;Soirée Tristan
498;Entreprise;Sortie;Variable;Divertissement;Restauration;2025-03-07;4.54000;#cantine;Cantine Thales
499;Entreprise;Sortie;Variable;Courses;Fromages;2025-03-08;1.89000;#parmesan;Courses carrefour
500;Entreprise;Sortie;Variable;Courses;Apéritifs;2025-03-08;1.79000;#chips;Courses carrefour
501;Entreprise;Sortie;Variable;Courses;Fromages;2025-03-08;2.25000;#chèvre;Courses carrefour
502;Entreprise;Sortie;Variable;Courses;Fromages;2025-03-08;2.75000;#cheddar;Courses carrefour
503;Entreprise;Sortie;Variable;Courses;Fromages;2025-03-08;2.05000;#masdam;Courses carrefour
504;Entreprise;Sortie;Variable;Courses;Fromages;2025-03-08;1.99000;#fromage-rapé;Courses carrefour
505;Entreprise;Sortie;Variable;Courses;Café;2025-03-08;1.45000;#biscuits #BN;Courses carrefour
506;Entreprise;Sortie;Variable;Courses;Pain;2025-03-08;1.29000;#burger;Courses carrefour
507;Entreprise;Sortie;Variable;Courses;Pain;2025-03-08;4.70000;#pizzas;Courses carrefour
508;Entreprise;Sortie;Variable;Courses;Légumes;2025-03-08;3.38000;#avocats #x2;Courses carrefour
509;Entreprise;Sortie;Variable;Courses;Jus;2025-03-08;1.45000;#pommes;Courses carrefour
510;Entreprise;Sortie;Variable;Courses;Viandes;2025-03-08;7.59000;#cordon-bleu;Courses carrefour
511;Entreprise;Sortie;Variable;Courses;Viandes;2025-03-08;11.48000;#filets;Courses carrefour
512;Entreprise;Sortie;Variable;Courses;Légumes;2025-03-08;1.12000;#tomates;Courses carrefour
513;Entreprise;Sortie;Variable;Courses;Pain;2025-03-08;1.79000;#mie;Courses carrefour
514;Entreprise;Sortie;Variable;Courses;Légumes;2025-03-08;1.75000;#taboulé;Courses carrefour
515;Entreprise;Sortie;Variable;Hygiène;Lessive;2025-03-08;2.49000;#adoucissant;Courses carrefour
516;Entreprise;Sortie;Variable;Hygiène;Sanitaire;2025-03-08;1.59000;#gel #WC;Courses carrefour
517;Entreprise;Sortie;Fixe;Abonnement;Streaming;2025-03-09;18.21000;#spotify;Spotify Premium Famille
